clusters_sub	cell_types
P304_3_91	11	Hepatocytes
P304_3_92	11	Hepatocytes
P304_3_93	11	Hepatocytes
P304_3_94	17	Hepatocytes
P304_3_95	11	Hepatocytes
P304_3_96	11	Hepatocytes
P304_4_100	11	Hepatocytes
P304_4_102	11	Hepatocytes
P304_4_103	11	Hepatocytes
P304_4_104	11	Hepatocytes
P304_4_109	11	Hepatocytes
P304_4_110	6	Kupffer cell
P304_4_112	11	Hepatocytes
P304_4_116	11	Hepatocytes
P304_4_119	11	Hepatocytes
P304_4_121	11	Hepatocytes
P304_4_122	11	Hepatocytes
P304_4_126	11	Hepatocytes
P304_4_127	11	Hepatocytes
P304_4_128	11	Hepatocytes
P304_4_129	11	Hepatocytes
P304_4_130	11	Hepatocytes
P304_4_131	6	Kupffer cell
P304_4_132	11	Hepatocytes
P304_4_134	11	Hepatocytes
P304_4_135	11	Hepatocytes
P304_4_136	11	Hepatocytes
P304_4_137	11	Hepatocytes
P304_4_138	11	Hepatocytes
P304_4_139	11	Hepatocytes
P304_4_144	11	Hepatocytes
P304_4_146	11	Hepatocytes
P304_4_147	11	Hepatocytes
P304_4_148	17	Hepatocytes
P304_4_151	11	Hepatocytes
P304_4_152	11	Hepatocytes
P304_4_153	11	Hepatocytes
P304_4_154	11	Hepatocytes
P304_4_155	11	Hepatocytes
P304_4_157	11	Hepatocytes
P304_4_159	11	Hepatocytes
P304_4_160	11	Hepatocytes
P304_4_162	11	Hepatocytes
P304_4_164	11	Hepatocytes
P304_4_166	11	Hepatocytes
P304_4_170	11	Hepatocytes
P304_4_171	11	Hepatocytes
P304_4_172	2	Kupffer cell
P304_4_174	11	Hepatocytes
P304_4_175	2	Kupffer cell
P304_4_176	11	Hepatocytes
P304_4_178	11	Hepatocytes
P304_4_180	11	Hepatocytes
P304_4_181	14	Hepatocytes
P304_4_182	11	Hepatocytes
P304_4_186	11	Hepatocytes
P304_4_188	9	LSEC
P304_4_189	11	Hepatocytes
P304_4_191	11	Hepatocytes
P304_4_192	11	Hepatocytes
P304_5_98	23	Kupffer cell
P304_5_99	2	Kupffer cell
P304_5_101	2	Kupffer cell
P304_5_105	2	Kupffer cell
P304_5_108	25	Kupffer cell
P304_5_119	2	Kupffer cell
P304_5_120	25	Kupffer cell
P304_5_121	2	Kupffer cell
P304_5_124	2	Kupffer cell
P304_5_125	2	Kupffer cell
P304_5_129	23	Kupffer cell
P304_5_139	25	Kupffer cell
P304_5_149	14	Hepatocytes
P304_5_150	2	Kupffer cell
P304_5_153	2	Kupffer cell
P304_5_155	2	Kupffer cell
P304_5_160	23	Kupffer cell
P304_5_161	2	Kupffer cell
P304_5_168	9	LSEC
P304_5_173	2	Kupffer cell
P304_5_177	9	LSEC
P304_5_181	11	Hepatocytes
P304_5_182	2	Kupffer cell
P304_5_185	31	Kupffer cell
P304_5_188	11	Hepatocytes
P304_5_191	2	Kupffer cell
P304_6_3	2	Kupffer cell
P304_6_7	2	Kupffer cell
P304_6_8	2	Kupffer cell
P304_6_19	17	Hepatocytes
P304_6_20	2	Kupffer cell
P304_6_25	2	Kupffer cell
P304_6_27	11	Hepatocytes
P304_6_38	2	Kupffer cell
P304_6_47	2	Kupffer cell
P304_6_59	2	Kupffer cell
P304_6_62	2	Kupffer cell
P304_6_63	6	Kupffer cell
P304_6_67	2	Kupffer cell
P304_6_71	2	Kupffer cell
P304_6_72	2	Kupffer cell
P304_6_73	13	LSEC
P304_6_78	2	Kupffer cell
P304_6_79	2	Kupffer cell
P304_6_89	13	LSEC
P304_6_91	6	Kupffer cell
P304_6_93	2	Kupffer cell
P304_6_95	2	Kupffer cell
P304_7_102	2	Kupffer cell
P304_7_107	2	Kupffer cell
P304_7_108	2	Kupffer cell
P304_7_110	2	Kupffer cell
P304_7_114	11	Hepatocytes
P304_7_117	2	Kupffer cell
P304_7_119	2	Kupffer cell
P304_7_126	2	Kupffer cell
P304_7_129	9	LSEC
P304_7_136	2	Kupffer cell
P304_7_137	2	Kupffer cell
P304_7_138	2	Kupffer cell
P304_7_139	11	Hepatocytes
P304_7_142	2	Kupffer cell
P304_7_145	25	Kupffer cell
P304_7_151	2	Kupffer cell
P304_7_152	2	Kupffer cell
P304_7_161	2	Kupffer cell
P304_7_165	2	Kupffer cell
P304_7_178	2	Kupffer cell
P304_7_185	2	Kupffer cell
P304_7_188	2	Kupffer cell
P304_8_97	11	Hepatocytes
P304_8_98	11	Hepatocytes
P304_8_99	11	Hepatocytes
P304_8_100	11	Hepatocytes
P304_8_101	11	Hepatocytes
P304_8_103	11	Hepatocytes
P304_8_104	11	Hepatocytes
P304_8_106	11	Hepatocytes
P304_8_107	11	Hepatocytes
P304_8_108	11	Hepatocytes
P304_8_109	11	Hepatocytes
P304_8_111	11	Hepatocytes
P304_8_112	11	Hepatocytes
P304_8_114	17	Hepatocytes
P304_8_115	11	Hepatocytes
P304_8_118	11	Hepatocytes
P304_8_120	11	Hepatocytes
P304_8_121	11	Hepatocytes
P304_8_122	11	Hepatocytes
P304_8_123	11	Hepatocytes
P304_8_124	11	Hepatocytes
P304_8_125	11	Hepatocytes
P304_8_128	14	Hepatocytes
P304_8_130	11	Hepatocytes
P304_8_131	11	Hepatocytes
P304_8_133	11	Hepatocytes
P304_8_134	11	Hepatocytes
P304_8_136	11	Hepatocytes
P304_8_138	11	Hepatocytes
P304_8_140	11	Hepatocytes
P304_8_141	11	Hepatocytes
P304_8_144	11	Hepatocytes
P304_8_146	11	Hepatocytes
P304_8_148	11	Hepatocytes
P304_8_149	11	Hepatocytes
P304_8_150	11	Hepatocytes
P304_8_151	11	Hepatocytes
P304_8_152	11	Hepatocytes
P304_8_154	11	Hepatocytes
P304_8_155	11	Hepatocytes
P304_8_156	11	Hepatocytes
P304_8_159	11	Hepatocytes
P304_8_160	11	Hepatocytes
P304_8_162	11	Hepatocytes
P304_8_163	11	Hepatocytes
P304_8_164	11	Hepatocytes
P304_8_166	11	Hepatocytes
P304_8_172	11	Hepatocytes
P304_8_173	11	Hepatocytes
P304_8_174	11	Hepatocytes
P304_8_175	11	Hepatocytes
P304_8_176	11	Hepatocytes
P304_8_177	11	Hepatocytes
P304_8_181	17	Hepatocytes
P304_8_182	11	Hepatocytes
P304_8_184	11	Hepatocytes
P304_8_188	11	Hepatocytes
P304_8_190	11	Hepatocytes
P304_8_191	11	Hepatocytes
P304_8_192	11	Hepatocytes
P304_9_1	11	Hepatocytes
P304_9_2	11	Hepatocytes
P304_9_6	11	Hepatocytes
P304_9_8	17	Hepatocytes
P304_9_9	11	Hepatocytes
P304_9_11	17	Hepatocytes
P304_9_14	11	Hepatocytes
P304_9_15	11	Hepatocytes
P304_9_18	11	Hepatocytes
P304_9_20	11	Hepatocytes
P304_9_22	11	Hepatocytes
P304_9_23	11	Hepatocytes
P304_9_24	17	Hepatocytes
P304_9_26	11	Hepatocytes
P304_9_27	17	Hepatocytes
P304_9_30	11	Hepatocytes
P304_9_32	11	Hepatocytes
P304_9_33	11	Hepatocytes
P304_9_34	11	Hepatocytes
P304_9_36	11	Hepatocytes
P304_9_37	11	Hepatocytes
P304_9_39	11	Hepatocytes
P304_9_40	11	Hepatocytes
P304_9_42	11	Hepatocytes
P304_9_44	14	Hepatocytes
P304_9_45	11	Hepatocytes
P304_9_46	11	Hepatocytes
P304_9_48	11	Hepatocytes
P304_9_49	11	Hepatocytes
P304_9_50	11	Hepatocytes
P304_9_51	11	Hepatocytes
P304_9_52	17	Hepatocytes
P304_9_53	11	Hepatocytes
P304_9_54	11	Hepatocytes
P304_9_56	11	Hepatocytes
P304_9_57	11	Hepatocytes
P304_9_58	11	Hepatocytes
P304_9_59	11	Hepatocytes
P304_9_61	14	Hepatocytes
P304_9_62	11	Hepatocytes
P304_9_63	17	Hepatocytes
P304_9_65	11	Hepatocytes
P304_9_66	11	Hepatocytes
P304_9_69	14	Hepatocytes
P304_9_71	11	Hepatocytes
P304_9_73	11	Hepatocytes
P304_9_78	11	Hepatocytes
P304_9_79	11	Hepatocytes
P304_9_83	11	Hepatocytes
P304_9_84	11	Hepatocytes
P304_9_86	11	Hepatocytes
P304_9_87	11	Hepatocytes
P304_9_88	11	Hepatocytes
P304_9_90	11	Hepatocytes
P304_9_91	11	Hepatocytes
P304_9_92	11	Hepatocytes
P304_9_93	11	Hepatocytes
P304_9_96	11	Hepatocytes
P308_1_2	13	LSEC
P308_1_10	6	Kupffer cell
P308_1_11	14	Hepatocytes
P308_1_28	13	LSEC
P308_1_29	14	Hepatocytes
P308_1_36	17	Hepatocytes
P308_1_37	6	Kupffer cell
P308_1_38	6	Kupffer cell
P308_1_42	9	LSEC
P308_1_43	6	Kupffer cell
P308_1_44	6	Kupffer cell
P308_1_47	9	LSEC
P308_1_48	9	LSEC
P308_1_51	31	Kupffer cell
P308_1_55	6	Kupffer cell
P308_1_56	2	Kupffer cell
P308_1_59	11	Hepatocytes
P308_1_62	11	Hepatocytes
P308_1_63	30	Hepatocytes
P308_1_67	6	Kupffer cell
P308_1_68	9	LSEC
P308_1_69	13	LSEC
P308_1_71	25	Kupffer cell
P308_1_77	9	LSEC
P308_1_78	6	Kupffer cell
P308_1_79	6	Kupffer cell
P308_1_84	31	Kupffer cell
P308_1_85	6	Kupffer cell
P308_1_89	14	Hepatocytes
P308_1_93	9	LSEC
P308_1_94	6	Kupffer cell
P308_1_96	4	EPCAM+
P308_10_108	17	Hepatocytes
P308_10_111	11	Hepatocytes
P308_10_118	9	LSEC
P308_10_124	13	LSEC
P308_10_137	7	EPCAM+
P308_10_141	14	Hepatocytes
P308_10_183	4	EPCAM+
P308_10_186	7	EPCAM+
P308_11_98	9	LSEC
P308_11_109	14	Hepatocytes
P308_11_119	14	Hepatocytes
P308_11_120	13	LSEC
P308_11_148	14	Hepatocytes
P308_12_98	31	Kupffer cell
P308_12_110	20	LSEC
P308_12_112	14	Hepatocytes
P308_12_135	14	Hepatocytes
P308_12_151	13	LSEC
P308_12_156	13	LSEC
P308_13_99	9	LSEC
P308_13_104	31	Kupffer cell
P308_13_113	9	LSEC
P308_13_114	14	Hepatocytes
P308_13_120	9	LSEC
P308_13_122	14	Hepatocytes
P308_13_127	14	Hepatocytes
P308_13_136	14	Hepatocytes
P308_13_152	9	LSEC
P308_13_154	14	Hepatocytes
P308_13_162	14	Hepatocytes
P308_13_169	9	LSEC
P308_13_173	9	LSEC
P308_13_185	9	LSEC
P308_14_1	13	LSEC
P308_14_5	9	LSEC
P308_14_20	14	Hepatocytes
P308_14_27	9	LSEC
P308_14_33	13	LSEC
P308_14_48	31	Kupffer cell
P308_14_66	4	EPCAM+
P308_14_75	9	LSEC
P308_15_7	2	Kupffer cell
P308_15_15	9	LSEC
P308_15_28	9	LSEC
P308_15_57	9	LSEC
P308_15_58	13	LSEC
P308_15_59	7	EPCAM+
P308_15_70	6	Kupffer cell
P308_15_77	25	Kupffer cell
P308_15_84	11	Hepatocytes
P308_16_9	14	Hepatocytes
P308_16_15	14	Hepatocytes
P308_16_18	14	Hepatocytes
P308_16_35	14	Hepatocytes
P308_16_43	9	LSEC
P308_16_53	13	LSEC
P308_16_60	9	LSEC
P308_16_72	13	LSEC
P308_17_104	6	Kupffer cell
P308_17_105	14	Hepatocytes
P308_17_108	6	Kupffer cell
P308_17_114	2	Kupffer cell
P308_17_125	6	Kupffer cell
P308_17_129	6	Kupffer cell
P308_17_133	2	Kupffer cell
P308_17_134	2	Kupffer cell
P308_17_154	6	Kupffer cell
P308_17_155	6	Kupffer cell
P308_17_164	6	Kupffer cell
P308_17_165	6	Kupffer cell
P308_17_173	6	Kupffer cell
P308_17_174	6	Kupffer cell
P308_17_176	6	Kupffer cell
P308_17_178	6	Kupffer cell
P308_17_179	6	Kupffer cell
P308_17_184	6	Kupffer cell
P308_17_192	6	Kupffer cell
P308_18_6	6	Kupffer cell
P308_18_23	6	Kupffer cell
P308_18_31	2	Kupffer cell
P308_18_33	2	Kupffer cell
P308_18_36	6	Kupffer cell
P308_18_38	6	Kupffer cell
P308_18_40	2	Kupffer cell
P308_18_44	2	Kupffer cell
P308_18_45	6	Kupffer cell
P308_18_48	6	Kupffer cell
P308_18_57	2	Kupffer cell
P308_18_68	2	Kupffer cell
P308_18_71	2	Kupffer cell
P308_18_72	6	Kupffer cell
P308_18_77	6	Kupffer cell
P308_18_90	6	Kupffer cell
P308_18_92	6	Kupffer cell
P308_19_4	6	Kupffer cell
P308_19_6	6	Kupffer cell
P308_19_13	25	Kupffer cell
P308_19_15	6	Kupffer cell
P308_19_22	6	Kupffer cell
P308_19_31	6	Kupffer cell
P308_19_36	6	Kupffer cell
P308_19_37	2	Kupffer cell
P308_19_45	6	Kupffer cell
P308_19_62	2	Kupffer cell
P308_19_69	6	Kupffer cell
P308_19_73	6	Kupffer cell
P308_19_74	6	Kupffer cell
P308_19_78	2	Kupffer cell
P308_19_79	2	Kupffer cell
P308_19_86	6	Kupffer cell
P308_19_93	6	Kupffer cell
P308_2_97	6	Kupffer cell
P308_2_103	6	Kupffer cell
P308_2_112	20	LSEC
P308_2_114	6	Kupffer cell
P308_2_118	13	LSEC
P308_2_125	9	LSEC
P308_2_126	13	LSEC
P308_2_130	6	Kupffer cell
P308_2_134	2	Kupffer cell
P308_2_138	7	EPCAM+
P308_2_139	6	Kupffer cell
P308_2_140	9	LSEC
P308_2_143	13	LSEC
P308_2_151	17	Hepatocytes
P308_2_152	6	Kupffer cell
P308_2_154	9	LSEC
P308_2_166	13	LSEC
P308_2_169	6	Kupffer cell
P308_2_172	4	EPCAM+
P308_2_173	6	Kupffer cell
P308_2_174	6	Kupffer cell
P308_2_178	13	LSEC
P308_2_182	9	LSEC
P308_2_190	17	Hepatocytes
P308_21_103	2	Kupffer cell
P308_21_166	2	Kupffer cell
P308_22_12	2	Kupffer cell
P308_22_40	2	Kupffer cell
P308_23_8	9	LSEC
P308_23_10	2	Kupffer cell
P308_23_17	2	Kupffer cell
P308_23_18	2	Kupffer cell
P308_23_19	6	Kupffer cell
P308_23_21	6	Kupffer cell
P308_23_22	6	Kupffer cell
P308_23_23	6	Kupffer cell
P308_23_24	2	Kupffer cell
P308_23_26	6	Kupffer cell
P308_23_28	6	Kupffer cell
P308_23_32	6	Kupffer cell
P308_23_34	2	Kupffer cell
P308_23_42	2	Kupffer cell
P308_23_45	2	Kupffer cell
P308_23_47	2	Kupffer cell
P308_23_48	2	Kupffer cell
P308_23_49	6	Kupffer cell
P308_23_55	2	Kupffer cell
P308_23_61	13	LSEC
P308_23_63	6	Kupffer cell
P308_23_64	13	LSEC
P308_23_66	6	Kupffer cell
P308_23_67	6	Kupffer cell
P308_23_74	17	Hepatocytes
P308_23_75	9	LSEC
P308_23_77	2	Kupffer cell
P308_23_79	2	Kupffer cell
P308_23_80	9	LSEC
P308_23_84	13	LSEC
P308_23_90	6	Kupffer cell
P308_23_91	13	LSEC
P308_23_92	9	LSEC
P308_23_93	6	Kupffer cell
P308_23_94	17	Hepatocytes
P308_24_98	14	Hepatocytes
P308_24_100	2	Kupffer cell
P308_24_101	2	Kupffer cell
P308_24_102	2	Kupffer cell
P308_24_103	13	LSEC
P308_24_104	2	Kupffer cell
P308_24_106	6	Kupffer cell
P308_24_107	9	LSEC
P308_24_111	14	Hepatocytes
P308_24_112	2	Kupffer cell
P308_24_114	6	Kupffer cell
P308_24_116	6	Kupffer cell
P308_24_118	2	Kupffer cell
P308_24_119	6	Kupffer cell
P308_24_120	14	Hepatocytes
P308_24_121	6	Kupffer cell
P308_24_125	6	Kupffer cell
P308_24_130	13	LSEC
P308_24_132	17	Hepatocytes
P308_24_134	13	LSEC
P308_24_140	6	Kupffer cell
P308_24_143	17	Hepatocytes
P308_24_145	6	Kupffer cell
P308_24_147	6	Kupffer cell
P308_24_152	13	LSEC
P308_24_154	2	Kupffer cell
P308_24_159	13	LSEC
P308_24_163	6	Kupffer cell
P308_24_166	6	Kupffer cell
P308_24_168	9	LSEC
P308_24_169	14	Hepatocytes
P308_24_172	14	Hepatocytes
P308_24_173	2	Kupffer cell
P308_24_175	2	Kupffer cell
P308_24_177	9	LSEC
P308_24_178	9	LSEC
P308_24_180	6	Kupffer cell
P308_24_181	6	Kupffer cell
P308_24_182	6	Kupffer cell
P308_24_183	17	Hepatocytes
P308_24_185	2	Kupffer cell
P308_24_188	2	Kupffer cell
P308_24_191	6	Kupffer cell
P308_25_2	9	LSEC
P308_25_7	6	Kupffer cell
P308_25_8	14	Hepatocytes
P308_25_11	6	Kupffer cell
P308_25_12	9	LSEC
P308_25_14	14	Hepatocytes
P308_25_17	14	Hepatocytes
P308_25_21	6	Kupffer cell
P308_25_24	6	Kupffer cell
P308_25_27	6	Kupffer cell
P308_25_29	6	Kupffer cell
P308_25_30	6	Kupffer cell
P308_25_31	2	Kupffer cell
P308_25_32	13	LSEC
P308_25_36	6	Kupffer cell
P308_25_39	14	Hepatocytes
P308_25_40	2	Kupffer cell
P308_25_41	2	Kupffer cell
P308_25_42	6	Kupffer cell
P308_25_44	6	Kupffer cell
P308_25_50	6	Kupffer cell
P308_25_51	6	Kupffer cell
P308_25_52	6	Kupffer cell
P308_25_55	9	LSEC
P308_25_58	13	LSEC
P308_25_64	6	Kupffer cell
P308_25_67	6	Kupffer cell
P308_25_69	6	Kupffer cell
P308_25_70	6	Kupffer cell
P308_25_71	6	Kupffer cell
P308_25_74	2	Kupffer cell
P308_25_75	13	LSEC
P308_25_76	2	Kupffer cell
P308_25_77	6	Kupffer cell
P308_25_78	6	Kupffer cell
P308_25_79	9	LSEC
P308_25_80	6	Kupffer cell
P308_25_82	2	Kupffer cell
P308_25_83	2	Kupffer cell
P308_25_84	2	Kupffer cell
P308_25_86	14	Hepatocytes
P308_25_87	2	Kupffer cell
P308_25_89	17	Hepatocytes
P308_25_90	6	Kupffer cell
P308_25_91	9	LSEC
P308_25_92	6	Kupffer cell
P308_25_93	6	Kupffer cell
P308_25_95	9	LSEC
P308_25_96	9	LSEC
P308_27_12	9	LSEC
P308_27_19	13	LSEC
P308_27_25	6	Kupffer cell
P308_27_32	6	Kupffer cell
P308_27_36	23	Kupffer cell
P308_27_46	23	Kupffer cell
P308_27_53	23	Kupffer cell
P308_27_59	14	Hepatocytes
P308_27_66	2	Kupffer cell
P308_27_71	6	Kupffer cell
P308_27_77	2	Kupffer cell
P308_27_87	25	Kupffer cell
P308_28_59	14	Hepatocytes
P308_28_130	2	Kupffer cell
P308_28_134	20	LSEC
P308_28_150	9	LSEC
P308_28_166	9	LSEC
P308_28_167	2	Kupffer cell
P308_28_168	13	LSEC
P308_28_191	13	LSEC
P308_29_1	6	Kupffer cell
P308_29_3	6	Kupffer cell
P308_29_9	6	Kupffer cell
P308_29_11	6	Kupffer cell
P308_29_17	14	Hepatocytes
P308_29_18	7	EPCAM+
P308_29_19	6	Kupffer cell
P308_29_20	7	EPCAM+
P308_29_27	6	Kupffer cell
P308_29_28	6	Kupffer cell
P308_29_35	6	Kupffer cell
P308_29_36	2	Kupffer cell
P308_29_43	14	Hepatocytes
P308_29_44	2	Kupffer cell
P308_29_50	4	EPCAM+
P308_29_57	6	Kupffer cell
P308_29_59	6	Kupffer cell
P308_29_68	2	Kupffer cell
P308_29_74	6	Kupffer cell
P308_29_75	17	Hepatocytes
P308_29_81	9	LSEC
P308_29_84	6	Kupffer cell
P308_29_89	6	Kupffer cell
P308_29_92	17	Hepatocytes
P308_29_97	2	Kupffer cell
P308_29_98	6	Kupffer cell
P308_29_108	2	Kupffer cell
P308_29_113	6	Kupffer cell
P308_29_114	2	Kupffer cell
P308_29_115	7	EPCAM+
P308_29_116	6	Kupffer cell
P308_29_122	4	EPCAM+
P308_29_123	6	Kupffer cell
P308_29_129	2	Kupffer cell
P308_29_131	6	Kupffer cell
P308_29_132	4	EPCAM+
P308_29_137	13	LSEC
P308_29_139	6	Kupffer cell
P308_29_145	6	Kupffer cell
P308_29_146	6	Kupffer cell
P308_29_153	6	Kupffer cell
P308_29_154	6	Kupffer cell
P308_29_163	9	LSEC
P308_29_164	6	Kupffer cell
P308_29_172	6	Kupffer cell
P308_29_177	4	EPCAM+
P308_29_187	4	EPCAM+
P308_3_2	4	EPCAM+
P308_3_8	6	Kupffer cell
P308_3_9	13	LSEC
P308_3_16	6	Kupffer cell
P308_3_19	9	LSEC
P308_3_20	6	Kupffer cell
P308_3_21	6	Kupffer cell
P308_3_23	17	Hepatocytes
P308_3_24	9	LSEC
P308_3_26	6	Kupffer cell
P308_3_27	9	LSEC
P308_3_31	6	Kupffer cell
P308_3_34	9	LSEC
P308_3_40	9	LSEC
P308_3_41	6	Kupffer cell
P308_3_48	4	EPCAM+
P308_3_49	6	Kupffer cell
P308_3_50	6	Kupffer cell
P308_3_52	13	LSEC
P308_3_63	9	LSEC
P308_3_65	6	Kupffer cell
P308_3_68	13	LSEC
P308_3_69	13	LSEC
P308_3_71	13	LSEC
P308_3_72	6	Kupffer cell
P308_3_73	6	Kupffer cell
P308_3_75	9	LSEC
P308_3_76	6	Kupffer cell
P308_3_82	25	Kupffer cell
P308_3_83	17	Hepatocytes
P308_3_86	6	Kupffer cell
P308_3_87	6	Kupffer cell
P308_3_88	9	LSEC
P308_3_92	6	Kupffer cell
P308_3_95	9	LSEC
P308_3_96	17	Hepatocytes
P308_30_100	7	EPCAM+
P308_30_101	4	EPCAM+
P308_30_102	24	EPCAM+
P308_30_106	4	EPCAM+
P308_30_107	7	EPCAM+
P308_30_108	7	EPCAM+
P308_30_114	4	EPCAM+
P308_30_115	7	EPCAM+
P308_30_121	4	EPCAM+
P308_30_122	4	EPCAM+
P308_30_124	11	Hepatocytes
P308_30_126	7	EPCAM+
P308_30_129	11	Hepatocytes
P308_30_130	4	EPCAM+
P308_30_131	7	EPCAM+
P308_30_134	4	EPCAM+
P308_30_139	11	Hepatocytes
P308_30_140	7	EPCAM+
P308_30_145	4	EPCAM+
P308_30_163	7	EPCAM+
P308_30_165	11	Hepatocytes
P308_30_169	7	EPCAM+
P308_30_170	14	Hepatocytes
P308_30_174	9	LSEC
P308_30_178	7	EPCAM+
P308_31_3	4	EPCAM+
P308_31_4	7	EPCAM+
P308_31_6	9	LSEC
P308_31_9	4	EPCAM+
P308_31_13	7	EPCAM+
P308_31_17	7	EPCAM+
P308_31_20	7	EPCAM+
P308_31_22	9	LSEC
P308_31_25	4	EPCAM+
P308_31_26	7	EPCAM+
P308_31_28	7	EPCAM+
P308_31_29	17	Hepatocytes
P308_31_34	7	EPCAM+
P308_31_35	7	EPCAM+
P308_31_36	24	EPCAM+
P308_31_37	4	EPCAM+
P308_31_41	7	EPCAM+
P308_31_42	11	Hepatocytes
P308_31_43	4	EPCAM+
P308_31_50	7	EPCAM+
P308_31_51	7	EPCAM+
P308_31_54	4	EPCAM+
P308_31_57	17	Hepatocytes
P308_31_66	7	EPCAM+
P308_31_70	4	EPCAM+
P308_31_73	7	EPCAM+
P308_31_75	4	EPCAM+
P308_31_77	24	EPCAM+
P308_31_90	4	EPCAM+
P308_31_92	7	EPCAM+
P308_31_93	7	EPCAM+
P308_31_94	4	EPCAM+
P308_32_97	4	EPCAM+
P308_32_99	17	Hepatocytes
P308_32_100	7	EPCAM+
P308_32_105	4	EPCAM+
P308_32_106	11	Hepatocytes
P308_32_108	4	EPCAM+
P308_32_110	9	LSEC
P308_32_115	14	Hepatocytes
P308_32_117	7	EPCAM+
P308_32_122	7	EPCAM+
P308_32_123	7	EPCAM+
P308_32_124	7	EPCAM+
P308_32_125	4	EPCAM+
P308_32_126	4	EPCAM+
P308_32_129	4	EPCAM+
P308_32_130	4	EPCAM+
P308_32_131	4	EPCAM+
P308_32_134	7	EPCAM+
P308_32_137	4	EPCAM+
P308_32_139	4	EPCAM+
P308_32_148	14	Hepatocytes
P308_32_154	7	EPCAM+
P308_32_155	4	EPCAM+
P308_32_161	7	EPCAM+
P308_32_162	11	Hepatocytes
P308_32_165	9	LSEC
P308_32_166	4	EPCAM+
P308_32_169	7	EPCAM+
P308_32_178	7	EPCAM+
P308_32_179	11	Hepatocytes
P308_32_181	4	EPCAM+
P308_32_185	4	EPCAM+
P308_32_186	7	EPCAM+
P308_32_188	7	EPCAM+
P308_32_190	7	EPCAM+
P308_33_1	7	EPCAM+
P308_33_2	4	EPCAM+
P308_33_3	7	EPCAM+
P308_33_17	7	EPCAM+
P308_33_20	11	Hepatocytes
P308_33_25	4	EPCAM+
P308_33_30	9	LSEC
P308_33_38	7	EPCAM+
P308_33_44	7	EPCAM+
P308_33_49	11	Hepatocytes
P308_33_53	17	Hepatocytes
P308_33_57	4	EPCAM+
P308_33_58	4	EPCAM+
P308_33_65	4	EPCAM+
P308_33_68	7	EPCAM+
P308_33_69	7	EPCAM+
P308_33_73	7	EPCAM+
P308_33_75	7	EPCAM+
P308_33_81	11	Hepatocytes
P308_33_85	4	EPCAM+
P308_33_89	4	EPCAM+
P308_33_93	11	Hepatocytes
P308_34_1	7	EPCAM+
P308_34_3	4	EPCAM+
P308_34_4	7	EPCAM+
P308_34_10	4	EPCAM+
P308_34_11	7	EPCAM+
P308_34_12	4	EPCAM+
P308_34_17	24	EPCAM+
P308_34_18	7	EPCAM+
P308_34_20	4	EPCAM+
P308_34_25	7	EPCAM+
P308_34_26	7	EPCAM+
P308_34_27	17	Hepatocytes
P308_34_28	14	Hepatocytes
P308_34_33	7	EPCAM+
P308_34_35	7	EPCAM+
P308_34_36	4	EPCAM+
P308_34_41	7	EPCAM+
P308_34_42	17	Hepatocytes
P308_34_43	4	EPCAM+
P308_34_44	4	EPCAM+
P308_34_50	4	EPCAM+
P308_34_51	4	EPCAM+
P308_34_52	4	EPCAM+
P308_34_59	4	EPCAM+
P308_34_60	4	EPCAM+
P308_34_67	4	EPCAM+
P308_34_68	7	EPCAM+
P308_34_73	4	EPCAM+
P308_34_74	24	EPCAM+
P308_34_75	17	Hepatocytes
P308_34_76	7	EPCAM+
P308_34_81	4	EPCAM+
P308_34_82	7	EPCAM+
P308_34_83	7	EPCAM+
P308_34_84	7	EPCAM+
P308_34_89	14	Hepatocytes
P308_34_90	17	Hepatocytes
P308_34_91	7	EPCAM+
P308_34_92	4	EPCAM+
P308_34_97	14	Hepatocytes
P308_34_98	4	EPCAM+
P308_34_99	24	EPCAM+
P308_34_100	4	EPCAM+
P308_34_105	4	EPCAM+
P308_34_106	7	EPCAM+
P308_34_108	7	EPCAM+
P308_34_113	17	Hepatocytes
P308_34_114	7	EPCAM+
P308_34_115	7	EPCAM+
P308_34_116	4	EPCAM+
P308_34_121	17	Hepatocytes
P308_34_122	4	EPCAM+
P308_34_123	7	EPCAM+
P308_34_124	7	EPCAM+
P308_34_129	6	Kupffer cell
P308_34_132	4	EPCAM+
P308_34_137	4	EPCAM+
P308_34_138	7	EPCAM+
P308_34_139	7	EPCAM+
P308_34_140	7	EPCAM+
P308_34_147	4	EPCAM+
P308_34_148	4	EPCAM+
P308_34_153	4	EPCAM+
P308_34_154	7	EPCAM+
P308_34_161	7	EPCAM+
P308_34_163	7	EPCAM+
P308_34_164	7	EPCAM+
P308_34_169	7	EPCAM+
P308_34_170	7	EPCAM+
P308_34_171	7	EPCAM+
P308_34_172	7	EPCAM+
P308_34_177	17	Hepatocytes
P308_34_178	4	EPCAM+
P308_34_180	7	EPCAM+
P308_34_186	4	EPCAM+
P308_34_187	7	EPCAM+
P308_35_30	14	Hepatocytes
P308_35_39	13	LSEC
P308_35_45	9	LSEC
P308_35_56	6	Kupffer cell
P308_35_60	2	Kupffer cell
P308_36_101	2	Kupffer cell
P308_36_109	14	Hepatocytes
P308_36_132	6	Kupffer cell
P308_36_142	2	Kupffer cell
P308_36_152	14	Hepatocytes
P308_36_153	13	LSEC
P308_36_163	9	LSEC
P308_36_171	14	Hepatocytes
